Index,class,tweet,group,num_target_groups
4460,0,kill yourself ugly ass monkey looking shit,black,1.0
4466,0,yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.,black,1.0
4560,0,new york niggas quick to take off on a bitch in public boy lol!!!!!,black,1.0
4569,0,Fucking coon,black,1.0
4659,0,I likes dat name. Dem sand niggers needs to know dare place in da pecker order,black,1.0
4681,0,"so your a ""nigger"" fighter huh",black,1.0
4686,0,no ur wrong stupid nigger,black,1.0
4745,0,why ur profile a one armed nigger?,black,1.0
4751,0,"you tell me, coon.",black,1.0
4754,0,happy birthday nicca do coon shit in a responsible way.,black,1.0
4794,0,"oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase",black,1.0
4853,0,"i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. %",black,1.0
4864,0,"at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils",black,1.0
4901,0,"Just like when I call someone a nigger! It's not because they're black, it's about how they act. LIKE A NIGGER!",black,1.0
4952,0,u see a lame in that pic ofmine due to your infatuation with niggers. Im Hebrew i fite the children of satan in the streets,black,1.0
4954,0,fuck Miley tranny looking now damn ass nigga,black,1.0
4962,0,One less little nigger that would grow up into a big nigger.,black,1.0
5105,0,"And its people like you that give us all a bad name, you are a disgusting piece of shit of a person a nigger is what you are",black,1.0
5250,0,kill the coons!!!!!!,black,1.0
5266,0,Yeah so you better play with me ya nigger,black,1.0
5415,0,the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,black,1.0
5466,0,"you'll make the team, them niggas trash. Lol",black,1.0
5519,0,lmao you stupid nigger,black,1.0
5555,0,nope not at all but I'm stuck in a house full of fucking niggers help me escape &#;,black,1.0
5564,0,shut up nigger,black,1.0
5601,0,"""nigger""",black,1.0
5781,0,you're a fucking nigger,black,1.0
5832,0,this nigga &#;&#;.. know damn well you a coon,black,1.0
5880,0,that nigger music,black,1.0
6002,0,you're reading you coon,black,1.0
6003,0,"most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",black,1.0
6025,0,You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?,black,1.0
6032,0,suck my dick tacos el negro better,black,1.0
6051,0,"Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",black,1.0
6054,0,Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done,black,1.0
6082,0,Them jigaboos aka homewreckers needs to get blocked!,black,1.0
6088,0,who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,black,1.0
6160,0,me too Tyler it just makes me think that they're lil nigger baby hoodrats.,black,1.0
6258,0,nigger,black,1.0
6364,0,eat shit nigga bitch turd bag dick beetle,black,1.0
6530,0,"u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes",black,1.0
6580,0,i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to,black,1.0
6626,0,bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,black,1.0
6643,0,lmao why ur dad raised u to be a bitch made nigga,black,1.0
6698,0,at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,black,1.0
6708,0,I hopes dis ain't cause he colored cause I knows he be actin all nigga like,black,1.0
6712,0,better nig. Lol but if anything ill flip u the  or something. Im tryna get some more cash,black,1.0
6743,0,"Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta""",black,1.0
6759,0,I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape,black,1.0
6793,0,You're right.. I be around my nig....,black,1.0
6816,0,will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?,black,1.0
6826,0,no just a niggress that thinks she's human.,black,1.0
6827,0,"I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy",black,1.0
6861,0,What else do you expect from that nigger lover?,black,1.0
6879,0,fight me you fucking obese niglet,black,1.0
6901,0,"I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment.",black,1.0
6970,0,niggers,black,1.0
6977,0,No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass,black,1.0
7157,0,"Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!",black,1.0
7159,0,some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#;&#;&#;,black,1.0
7164,0,that's what happens when you date a colored,black,1.0
7174,0,that was back when nigger music was decent,black,2.0
7219,0,hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga,black,1.0
7237,0,yeah ok nigger.,black,1.0
7239,0,Don't my nigga me honkie,black,1.0
7304,0,"Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.","political, black",2.0
7380,0,your dad is genuine happy guy because his kids aren't niggers though &#; jimmy is my nigga eva,black,1.0
7392,0,I believe that you fuckin can punk nigga bitch&#;&#;,black,1.0
7416,0,that bitch done.. have it to u on Sunday my nigga,black,1.0
7453,0,"not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america",black,2.0
7460,0,town . At a movie with friends. I stabbed a nig  times and got sent to prison. Justice?,black,2.0
7500,0,white boy talmbout Ight I'll see you tomorrow at school nigger,black,1.0
7643,0,"A guy claiming to be Republican called C-Span news and said ""Republicans hate that nigger Obama""",black,1.0
7671,0,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,black,1.0
7898,0,Already more yellows than the last  years combined #IndyCar #Honda,black,1.0
7936,0,And I'm definitely top  at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that,black,1.0
8098,0,Ayy Carlton is a ghetto school now #SwitchedAtBirth,black,1.0
8266,0,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk.",black,1.0
8331,0,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,black,1.0
8333,0,Black people like  disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,black,1.0
8395,0,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.",black,1.0
8453,0,Bullets through a nigguh tru jeans,black,1.0
8458,0,Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,black,1.0
8585,0,Can't stand bitch ass niggas.,black,1.0
8592,0,Can't take u coons nowhere &amp; I mean nowhere,black,1.0
8697,0,"Chill RT  If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",black,1.0
8745,0,Come on nd get that chicken niggers love dat chicken from popeyes,black,1.0
8784,0,Crew neck ass nigguh,black,1.0
8812,0,Cute ass niggah.,black,1.0
8825,0,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#;U Sellout Uncle Tom Ass N*gger&#;,black,1.0
8837,0,"Dad just yelled out ""in bout to fry some chicken like a nigger""",black,1.0
8846,0,Damn  &amp; his nigger music waking up the whole school in the morning .. &#;&#;&#;,black,1.0
8915,0,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",black,1.0
8935,0,Delete now you bitch ass nigga RT : If the Redskins beat us I will delete my fucking IG,black,1.0
8988,0,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,black,1.0
9058,0,Don't mind black people.....hate niggers!,black,1.0
9153,0,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,"lgbt, black, latinos",2.0
9183,0,Ebola sounds like a hood hoe,"black, women",2.0
9240,0,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.,black ,1.0
9256,0,"Everyone calls me ""b"" they be like oh wassup b &#; and I be like wassup my niggah",black,1.0
9263,0,"Everyone tells me the exact same thing but I won't listen, coon",black,1.0
9434,0,Fredo was a bitch ass nigga. How niggas fire over  shots at his pops but he didn't get off  cuz he dropped the gun smh,black,2.0
9462,0,"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!","political, muslim, black",3.0
9478,0,Fuck MLK &#;: &#;: Why does Lexii keep favoriting my coon tweets ?&#; MLK didnt die for this&#;,black,1.0
9484,0,Fuck a lame nigga than you a lame bitch,black,1.0
9532,0,"Fuck that niggah he so weak, he cant tell that you a freak",black,1.0
9551,0,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people,black,1.0
9563,0,"Fuck you faggot "": Grow up RT  I'm gonna be an old ass man STILL playing video games""","elderly, black",2.0
9564,0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,"black, women",2.0
9565,0,Fuck you ghetto ass coons,black,1.0
9589,0,Fucking hate my coon ahh uncle,black,1.0
9599,0,"Fuckkkkk!!! My nig a g tho, he gonna come back",black,1.0
9603,0,Fuk wit a real nicca,black,1.0
9615,0,GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one.,black,1.0
9644,0,"Gave her that ""move it lil nigger"" push smh..",black,1.0
9708,0,Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls,black,1.0
9760,0,Good morning coons.,black,1.0
9933,0,Happy birthday to this coon ass nigga buckcity,black,1.0
9934,0,Happy first day of college nigger,black,1.0
9960,0,Have you Eva asked a nicca where dey got sum fake designer frm,black,1.0
9979,0,"He ain't shit girl, &#;he a bitch made nigga !",black,1.0
10030,0,Heard that bitch gtta thang for them boss niggas,black,1.0
10063,0,"Hey  you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",black,1.0
10250,0,I ain't been to the fair since I was like  and I haven't wanted to go since then either for some reason. Too many niggers for me,black,1.0
10281,0,I already know you trash if being tatted is on the list of things you want in a nigga..,black,1.0
10395,0,I can't fuck any ol bitch niggas be desert dicks out here&#;,black,1.0
10536,0,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,black,1.0
10599,0,I fucking hate you niggers bruh...,black,1.0
10755,0,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,black,1.0
10778,0,I hate when black people try and be white so bad ... Your a nigger,black,1.0
10802,0,I hate you niccas! Lol,black,1.0
10924,0,I knows y'all white folk only be playin wit me. I colored and I knows my place,black,1.0
10949,0,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies,black,1.0
11045,0,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,black,1.0
11074,0,I need to chat with  . Where dat nicca at? Lol,black,1.0
11100,0,I prefer Jameis Winston to not speak on TV at all. Damn coon.,black,1.0
11114,0,I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit &#;,black,1.0
11251,0,"I think dat  called me a nigger!
What do move away from da dark side mean?",black,1.0
11665,0,I'm seeing more &amp; more niggers migrating further up liberty rd... smh,black,1.0
11683,0,I'm so sick of u niggers...,black,1.0
11690,0,"I'm starting to not like meek, this nig a lil to arrogant for me",black,1.0
12051,0,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,"black, lgbt",2.0
12228,0,It's a lot of Uncle Tom ass niggas out here.,black,1.0
12258,0,It's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord,black,1.0
12395,0,Johnny Rebel - If I could be a nigger for a day:,black,1.0
12396,0,Johnny Rebel - Quit your bitchin' nigger!:,black,1.0
12480,0,"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol",black,1.0
12536,0,Kick dem fucc niccas out da spot,black,1.0
12555,0,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him.",black,1.0
12606,0,LRG ass nigguh,black,1.0
12629,0,Late night phone convos with my hoomie that nigga a gook,black,1.0
12656,0,Lemme find out that bitch nigga talking shit,black,1.0
12697,0,Liberty and justice for all RT  Go get me a sandwich nigger or I'll kill you,black,1.0
12898,0,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice,black,1.0
12955,0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#;",black,2.0
13003,0,"Lynch mob thugs threaten Zimmerman jury; &#;N*ggas coming for that bitch ass&#;jury&#; The hatred won't stop flowing,,#War",black,1.0
13112,0,Mcdonalds pipe self defence beating: This is one nigger who's hand I would shake. That's how you deal with sheboons.,black,1.0
13225,0,Most niccas broke but always n the limelight,black,1.0
13410,0,My neighbors be sick when i wake um up to all this nigger music ctfu,black,1.0
13428,0,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story,black,1.0
13538,0,Need a bitch to drop it down for a niggah,black,1.0
13587,0,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I...,black,1.0
13631,0,Niggah niggah niggah don't believe me just wacthh...,black,1.0
13647,0,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes,"women, black",2.0
13712,0,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so.",black,1.0
13728,0,"No police department that hires gypsies, half-breeds, and nigglets should be trusted.",black,1.0
13735,0,"No these are only whites pies.
Well do you have any negro pies?","whites, black",2.0
13791,0,"Not trying to follow any spooks, no offense ...",black,1.0
13951,0,On UPenn campus all the black chicks here are trash but they're gonna be paid,black,1.0
14034,0,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO.",black,1.0
14155,0,Phillip Rivers look like he almost wants to call dude a nigger for that bad play,black,1.0
14218,0,"Pop a nigguh, sound like crisco",black,1.0
14227,0,Porch monkey  Life,black,1.0
14319,0,""": &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#;&#;",black,1.0
14394,0,At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#;,black,1.0
14539,0,I hate trailer trash &#;,black,1.0
14553,0,Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #,black,1.0
14677,0,"Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#;",black,1.0
14910,0,who else hated this bitch nigga ??,black,1.0
14940,0,I feel like Tim Ross is a nigger,black,1.0
15080,0,"Horrible rapper # Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#;",black,1.0
15133,0,this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#;,black,1.0
15162,0,Is that Kawhi Leonard? Smh RT &#;: Wow u really gonna leak ou.. Nvm RT : Ion need I fuc nig http:&#;,black,1.0
15194,0,"!!!  is dis wrong??? "": If you fuck wit a lame nigga you a lame bitch""",black,1.0
15328,0,"...wow? RT : Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",black,1.0
15444,0,what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#;,black,1.0
15478,0,&#;&#; my nig,black,1.0
15495,0,"&#;&#;&#; RT : Gave her that ""move it lil nigger"" push smh..",black,1.0
15498,0,This nigguh Chris Paul,black,1.0
15533,0,Don't watch me you beta watch your bitch nigga!,black,1.0
15629,0,I wanna sleep but I'm outside with this nigger lol trying to hang him,black,1.0
15915,0,African colored car I push niggerous whips,black,1.0
15921,0,Nigga screamed like a Lil bitch lol,black,1.0
16008,0,That nigger made the shit out of my coffee.,black,1.0
16011,0,Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#;,black,1.0
16025,0,niggers are so ignorant,black,1.0
16055,0,"""Did u call me a bitch?""
""I said you were ACTING like one""
""So you just called me one nigga""
""Shut up bitch""",black,1.0
16075,0,You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,black,1.0
16211,0,Jameis Winston is a nigger,black,1.0
16377,0,Nigga wanna bitch about a party y'all know my address knock at my door,black,1.0
16439,0,I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,black,1.0
16442,0,On Nigger Day we honor nigger traditions by not working.,black,1.0
16473,0,Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot,black,1.0
16597,0,typical coon activity,black,1.0
16695,0,I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#;,black,1.0
16697,0,"not gonna happen the coward nigger gets lit up. He knows it. ""PAC has to sign to TMT"" but why di&#;",black,1.0
16974,0,Wow the stupid nigger in LeBron really came out there,black,1.0
17006,0,RT : For every bad bitch there is a nigga who treats them like shit &amp; yet they stay..... I wanna ...,black,1.0
17202,0,Fuck michelle obama. That monkey doesnt belong in the white house,black,1.0
17243,0,You a hoe if you give your number to another nigga while you got a man,black,1.0
17297,0,Get these trash ass niggas outta my stadium!!! &#;&#;&#;,black,1.0
17311,0,I go to take the trash out and a darkskin nigga stole my damn garbage,black,1.0
17519,0,""", , , , how many niggers are in my store? I knowwww you're stealing!"" &#;&#;&#;",black,1.0
17568,0,"MOST COMMON WHITE PEOPLE ACTIVITIES:

. Wearing Tapout

. Shooting up schools

. Calling you a nigger on Xbox",black,1.0
17579,0,"It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime",black,1.0
17618,0,This nigger tattoo show is horrible,black,1.0
17750,0,happy birthday my little cotton picker,black,1.0
17951,0,&#;: &#;:   uhhh you've been judged&#; it happens. #whitepower...I'll hang you nigger&#; wo&#;,black,1.0
17957,0,A real nigga gone teach his bitch the game not run it on her &#;&#;&#;,black,1.0
18005,0,"#NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" .",black,1.0
18095,0,"IDC what phone u got, lol silly nigger",black,1.0
18188,0,"i woke up with a sore throat, im cold, niggers will be niggers. so terrible",black,1.0
18210,0,"Some black guy at my school asked if there were colored printers in the library.

""It's  man you can use any printer you&#;",black,1.0
18222,0,The reason you called Jesus a monkey is because you knew he was not your color #Farrakhan#TheTime,black,1.0
18310,0,"&#;: ""I hate that hoe already"" &#;&#; &#;&#;&#; this shit cracks me up!",black,1.0
18319,0,Being a nigger isn't a color it's a state of mind,black,1.0
18442,0,I hate a bitch dat act like a nigga. &#;,black,1.0
18466,0,#niggers!,black,1.0
18526,0,If I ride up to your bitch in these then... homie consider yourself a single nigga.,black,1.0
18669,0,"Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on &#; , bitch I'm &#; http:/&#;",black,1.0
18836,0,my inner nigger is coming out,black,1.0
18886,0,Lmfaooooo &gt;RT : Lmaoo Thats what u got from this? RT : Dougie be yamming the coon all that beat boxing &#;,black,1.0
18908,0,Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#;,black,1.0
18934,0,everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#;&#;,black,1.0
18982,0,Lebron your still a bitch you suck nigger hope you die,black,1.0
19186,0,What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.,black,1.0
19439,0,There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball,black,1.0
19500,0,nigger,black,1.0
19586,0,Stop stalkin your girl social media u bitch ass nigga,black,1.0
19673,0,man some lame niggah when I find him I'm unfollowing TF out his ass!,black,1.0
19819,0,When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#;,black,1.0
19843,0,"How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!",black,1.0
19859,0,I would rather fuck a fat chick than allow a nigger into my house.,black,1.0
19908,0,"It's ""Comfortable"" but niccas like me say ""Com-tha-ble""...smh",black,1.0
19952,0,"This vine still funny as shit to me &#;&#;&#;""How many niggers are in my store""?",black,1.0
20167,0,Whore slut cunt bitch nigga,"women, black",2.0
20217,0,"stfu hoe RT &#;: ""I'm proud to be African American"" 
- Proud African American

""I'm proud to be white"" 
- Racist
&#;","whites, black",2.0
20219,0,Ann Coulter admits on FOX News that America has a negro problem. #crime #tcot #gettingreal,black,1.0
20338,0,Mine too &#;&#;&#; RT &#;: This ma niggah  &#;&#;,black,1.0
20409,0,Been my main nigguh since digital camera selfies,black,1.0
20422,0,"shut your nigger ass, lamar",black,1.0
20513,0,Rt *nigga *bitch *him &#;: ' I will never date a female with another niggah name on her lol . Wtf .&#;,black,1.0
20542,0,you the whitest person on my TL but you always so ghetto. Im sick of it,black,1.0
20706,0,"one, two, three, four, how many niggers are in my store?",black,1.0
20714,0,", , , ... how many niggers are in my store, I knooooooow your stealing! &#;&#;&#;",black,1.0
20808,0,The way this niggah just flinched at this movie was #priceless,black,1.0
20992,0,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie",black,1.0
21023,0,"S/O to my favorite nigger to work on the plantation  just remember next time, ask for the watermelon. Dont steal it.",black,1.0
21058,0,"Same reason u look like anthony davis with them eyebrows"": Why the fuck do niggers act so different when girls are around?:-S""",black,1.0
21081,0,Scandal: A Negro Bed Wench's Fairy-tale and propaganda: via : A must see for Hebrew Daughters of Zion!,black ,1.0
21120,0,Seem like da colored folk be gettin in da way lately. I just sayin,black,1.0
