Index,class,tweet,group,num_target_groups
4180,0,your a cunt,women,1.0
4187,0,shut your legs hoe,women,1.0
4332,0,"only one problem theres a ""no pussies allowed"" sorry ...",women,1.0
4459,0,dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.,women,1.0
4519,0,"Fuckin muzzie cunts, should all be deported, savages",women,1.0
4524,0,you fuckin Yankees I'll be there in  months I'll meet you pussy,women,1.0
4708,0,"lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy.",women,1.0
4730,0,whooooo? Chelsey? Fuck her lol. She juss a bitch,women ,1.0
4734,0,well he's a cunt and he can suck my ass,women,1.0
4866,0,"will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore",women,1.0
5065,0,You're a little bitch.,women,1.0
5138,0,you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy,women,1.0
5248,0,She's a cunt,women,1.0
5272,0,fuck your store bitch,women,1.0
5396,0,Shit ill pay the premium to get away from these anything ass hoes,women,1.0
5433,0,"aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.",women,1.0
5517,0,that's true idk why your even in this convo you dumb nigger attention whore,women,1.0
5524,0,hell naw fuck them bitches serves them right,women,1.0
5549,0,"Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me",women,1.0
5575,0,Status Report: Making a pit stop in Canada to rape bitches,women,1.0
5713,0,your . And . Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number,women,1.0
5800,0,haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,women,1.0
6081,0,teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!,women,1.0
6176,0,wow u hoe is the term for women,women,1.0
6232,0,humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,women ,1.0
6281,0,yo fat ugly ass couldn't even pull the ugly bitch in the school,women ,1.0
6599,0,so why the fuck are still talking shit. You acting like a pussy ass nigga,women,1.0
6651,0,oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,women,1.0
6652,0,oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy,women,1.0
6683,0,shut up bitch for I spit on you,women,1.0
6695,0,stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! st AMENDMENT! #tcot #teabaggers,women ,1.0
6782,0,none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and k &#;&#;&#;,women,1.0
6869,0,"shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch",women,1.0
6881,0,You are an ignorant cunt.,women,1.0
7007,0,Hit a bitch it's not like you can see the bruises,women ,1.0
7044,0,I'm surprised you could read it with slits for eyes,women ,1.0
7165,0,im going to murder that fucking cunt,women,1.0
7169,0,ugly white bitch,women,1.0
7170,0,ur ballsack is hairy gtfo tranny prude bitch,women ,2.0
7182,0,bitch u ugly then hoe,women,2.0
7226,0,chill ur pussy gay af,women,1.0
7262,0,ugly emo trash go cut,women,1.0
7406,0,bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line,women,1.0
7471,0,did I mention you are an ugly cunt? Go back to Iran.,women,1.0
7749,0,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol",women,1.0
7797,0,All da lil bald headed bitches standn outside of kevin gates tryna get in &#;&#;&#;,women,1.0
7934,0,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,women,1.0
7989,0,Ankles &#;&#;&#;: &#;: Hood bitches with long weave is the worst thing ever&#; weave that be touching their ashy ankles &#;&#;,women,1.0
8080,0,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,women,1.0
8159,0,Bald head bitches think it's their time to prosper !,women,1.0
8271,0,"Bitch fuck yo nigga, what's up with that pussy!!?!",women,1.0
8280,0,Bitch you're the ugliest cunt ever.,women,1.0
8288,0,Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that,women,1.0
8330,0,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.,women,1.0
8413,0,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to % = Ho, smh",women,1.0
8461,0,Burn bitch,women,1.0
8564,0,"Can&#;t wait to humble these niggas in the playoffs again. Until then, good job hoes",women,1.0
8679,0,"Chasing these hoes, better get cash nigga",women,1.0
8863,0,Damn hoe.. You so ugly even hello kitty said goodbye.,women,1.0
8952,0,Devin Hester's a bitch,women,1.0
9137,0,Dumb bitch,women,1.0
9183,0,Ebola sounds like a hood hoe,"black, women",2.0
9185,0,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#;&#;&#; #cantStandUcunt",women,1.0
9188,0,Elizabeth is a.stupid hoe.,women,1.0
9238,0,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,"whites, women",2.0
9310,0,Fat ass hoe holding up the machine,"women, chubby ",2.0
9311,0,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.","whites, women",2.0
9316,0,Fat fucking funky nasty ass hoes,women,1.0
9338,0,Feminist aka a bitch.,"women, feminist",2.0
9376,0,First thing I do when I hit the lotto is buying  two fat bitches and watching her eat both in one sitting,women,1.0
9408,0,For all we know this nigga a rapist. Y'all hoes dumb &#;: *melts*,women,1.0
9512,0,Fuck her pussy fuck her mouth fuck her ass cause she nasty,women,1.0
9528,0,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,women,1.0
9530,0,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,women,1.0
9564,0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,"black, women",2.0
9597,0,Fucking with these hoes nigga don't be no dumby,women,1.0
9630,0,Gabby's a bitch and has two accounts,women ,1.0
9677,0,"Getting hit off a cunt thats about  foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable",women,1.0
9715,0,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,women ,1.0
10129,0,"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh.",women,1.0
10142,0,Holder&#;s Justice Department Isn&#;t Interested in the Facts in #Ferguson These race hustling bitches are DISGRACEFUL.,women,1.0
10156,0,Hood niggas and bitches love emojis lmfao,women,1.0
10332,0,I be waking up on some new shit like fuck that bitch shit,women,1.0
10394,0,I can't fuck a scary hoe.,women,1.0
10450,0,I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,women,1.0
10572,0,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",women,1.0
10728,0,I hate dumb bitches,women,1.0
10729,0,I hate fat bitches,women,1.0
10750,0,"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",women,1.0
10794,0,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",women,1.0
10839,0,I hope you get eye cancer bitch.,women,1.0
10888,0,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,women,1.0
10911,0,I know righttt RT : I hate fat loud bitches,women,1.0
10956,0,I like taking niggas hoes but I stop doing that &#;,women,1.0
11517,0,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe,women,1.0
12130,0,Ion care fuck that hoe &#;&#;,women,1.0
12211,0,It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me,women,1.0
12280,0,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl,women,1.0
12343,0,"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa",women,1.0
12518,0,Karmas a bitch and so are you. You'll be getting along just fine real soon.,women,1.0
12808,0,Lmao let these hoes be hoes ain't no Savin nem,women,1.0
12824,0,Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho,women,1.0
12900,0,Lol RT : Youuuuu got niggas but I don't got bitches,women,1.0
12938,0,Lol you're a cunt liar and I hope you drop dead k :-),women,1.0
13109,0,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao,women,1.0
13342,0,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since PM and hasn't come to see me once.,women,1.0
13390,0,My managers a stupid cunt yes I said it,women,1.0
13636,0,Niggas actin like hoes most of em bitches,women,1.0
13647,0,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes,"women, black",2.0
13656,0,Niggas deserve better bitches,women,1.0
13674,0,Niggas sleepin with bitches grandmas??? Lmfao maury fake af,women,1.0
13683,0,Niggas wear wigs more than bitches these days.,women,1.0
13690,0,Niggas/bitches cheat cause mf's always think they gettin played,women,1.0
13906,0,Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass,women,1.0
13946,0,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,women,1.0
14054,0,Or the teach might get u got RT : I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.,women,1.0
14091,0,"Pantera -  Minutes Alone minutes, pussy boy..I'll crush you.",women,2.0
14429,0,"I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !",women,1.0
14558,0,These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&#;,women,1.0
14592,0,Ray J is the perfect example of what happens when you give a lame nigga some pussy.,women,1.0
14760,0,not about to shoot this pussy! Ima beat his face into the asphalt t ...,women,1.0
14839,0,Beyonc&#; is trash.,women,1.0
14915,0,"Man... I was trying to eat &#; "": ""Nigga you said it was bitches out here, I showed up for nothin!""",women,1.0
15026,0,Dat bitch Katy Perry Can Suck Skin Off Of my Dick,women,1.0
15053,0,sometimes I wanna upper cut this bitch but I don't know if she's special ed or not,women,1.0
15123,0,"It's  &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick.",women,1.0
15236,0,you're not safe pussy boy looooool,women,1.0
15340,0,so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#;,women,1.0
15341,0,I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide,women,1.0
15365,0,Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#;,women,1.0
15451,0,I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes,women,1.0
15555,0,"true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#;",women,1.0
15653,0,pussy ass nigga,women,1.0
15668,0,I'm a Get Money nigga So da hoes Love me,women,1.0
15783,0,Mfs still in the same spot as yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#;,women,1.0
15881,0,"lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#;&#;&#;&#;",women,1.0
15887,0,Why ya niggas be gassin these wack ass bitches ? &#;&#;,women,1.0
16047,0,"When niggas ask me ""Where the hoes at?""",women,1.0
16074,0,The fox says you're a cunt.,women,1.0
16096,0,Well maybe you're a whore you stupid ugly homeless bitch,women,1.0
16249,0,Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#;&#;,women,1.0
16378,0,if u dont want your heart broken then dont check for a nigga who entertains hoes,women,1.0
16387,0,"Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#;",women,1.0
16459,0,"We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches",women,1.0
16501,0,furrybah *in my PayPay voice* RT : The hoes are for EVERYBODY my nigga!,women,1.0
16716,0,""": ----&gt; tragedy smh RT : Niggas don't know you but will throw dirt on your name for the pussy you h&#;",women,1.0
16791,0,&#;: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#;&#;&#;&#; LMAO,women,1.0
16877,0,Look at u now u pregnant stupid bitch lol,women,1.0
16921,0,"Ill break a Bitch down, like the pussy she is.",women,1.0
16949,0,You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#;,women,1.0
16989,0,niggas talk more than bitches these days.,women,1.0
17070,0,You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,women,1.0
17242,0,I really hate attention seeking hoes. Hope they all die,women,1.0
17299,0,Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!,women,1.0
17412,0,U hoes going to church this morning like y'all wasn't busting it wide open for niggas about  hours ago,women,1.0
17566,0,all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha,women,1.0
17730,0,"Stop flattering yourself, bitch. The only fan you have is on your ceiling.",women,1.0
17908,0,Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM,women,1.0
18158,0,"&#;: "" if you aint bout that Murder Game pussy nigga shut up ""&#; GANG &#;&#;&#;&#;&#;",women,1.0
18214,0,Are you Justin Beiber? Because your a Fucken gay cunt,women,1.0
18261,0,Only pussy niggas wouldn't fuck with a chick if she has stretch marks..,women,1.0
18515,0,Most of these niggas go broke for these hoes,women,1.0
18586,0,I'll kill this bitch no hesitation,women,1.0
18670,0,DEAD!!&#;&#;: &#; RT : When ur fuckin and her pussy stank but u have really good friends........... ht&#;,women,1.0
18815,0,You better pray I don't send your nudes out bitch,women,1.0
18865,0,All these bitches &amp; niggaz with they imaginary haters .....,women,1.0
18892,0,") Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#;",women,1.0
18945,0,You got niggas &amp; I got bitches but I want you... &#;&#;,women,1.0
18966,0,Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#;,women,1.0
19011,0,"most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts",women,1.0
19053,0,can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.,women,1.0
19309,0,"not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho",women,1.0
19357,0,"You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?",women,1.0
19657,0,I HATE hoe ass people.,women,1.0
19755,0,hoes will be hoes .,women,1.0
19787,0,&#;:   Jessica I'm not afraid to slit your throat tomorrow&#;,women,1.0
19871,0,You have a new boyfriend every week.. Tf you doin hoe?,women,1.0
19899,0,"No mom. Im not ""dramatic /immature"" i just have fucking mental problems and youre a bitch and a cunt.",women,1.0
19961,0,I don't fuck with bitch niggas I only fuck niggas bitches&#;,women,1.0
20067,0,You got niggas &amp; i got bitches,women,1.0
20075,0,""": shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow.""",women,1.0
20167,0,Whore slut cunt bitch nigga,"women, black",2.0
20321,0,Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&#;&#;,women,1.0
20396,0,Bitches be fallin so Inlove w. Niggass &amp; then he go get a new bitch &amp; they try go get a new nigga to try to forget about the &#;,women,1.0
20449,0,Fuck the Islamic State!! We will kill those cunts&#;&#;,women,1.0
20573,0,ew she's so ugly who is that hoe,women,1.0
20670,0,"""you are trash""

me:",women ,1.0
20697,0,""" fuck you say bitch? I will kill you """,women,1.0
20742,0,"Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well.",women,1.0
20902,0,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker,women,1.0
20916,0,Raunchy ass hoe.,women,1.0
21119,0,Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed,women,1.0
21350,0,Smh hate that hoe,women,1.0
21410,0,So many bitches in one sentence #fixitjesus,women,1.0
21412,0,So many hoes whipped you would have thought we were still in slavery,women,1.0
21484,0,Some lying ass hoes lol,women,1.0
21489,0,Some niggas save hoes,women,1.0
21583,0,"Spending money on these hoes , nigga you aint fuck SHIT &#;&#;",women,1.0
21598,0,Stay home then bitch fuck u,women,1.0
21648,0,Stuck up serious bitches are possibly the worst type of girls. Ever.,women,1.0
21670,0,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee',women,1.0
21673,0,"Subtweet me one more time, you dirty chink whore",women,1.0
22019,0,The fucking Royals bitch! Work!,women,1.0
22051,0,"The nations know who we are, but we rather be real niggers &amp; bad bitches.",women,1.0
22083,0,The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now,women,1.0
22250,0,These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas!!!,women,1.0
22352,0,They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,women,1.0
22367,0,Think it's okay to take my property and break it? Fuck you bitch,women,1.0
22576,0,This nigga jerry room smell like bad pussy!&#;,women,1.0
22602,0,This rain got yall women talking out your ass.. A nigga should spend % of his income on a bitch &#;&#; bruh get these hoes the fuck outta here,women,1.0
22744,0,Truth RT : Only a faggot would turn down hairy pussy,women,1.0
22768,0,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' #wtf",women,1.0
23103,0,"What these bitches want from a nigga?, like on some DMX shit",women,1.0
23159,0,When a pussy nigga socks you and doesn't knock you out.,women,1.0
23402,0,Why you think all these niggas end up with all these kids? Fucking ugly bitches,women,1.0
23449,0,Women who are feminist are the ugly bitches who cant find a man for themselves,women,1.0
23521,0,Y'all hoes really get mad cause a nigga don't want cha,women,1.0
23660,0,Yo bitch ass needs to boss the fuck up.,women ,1.0
23669,0,Yo bitch on my dick she come to my crib she get passed around no love,women,1.0
23702,0,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.,"black, women",2.0
23707,0,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er,women,1.0
23844,0,You know what fuck you too bitch your such a little hoe! &gt;.&lt;,women,1.0
23879,0,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt","women, black",2.0
23941,0,You&#;re a little bitch RT : RT : my team got blown out in the Super Bowl,women,1.0
24002,0,"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood -Patrick Bateman",women,1.0
24016,0,Zimmerman we comin for yo life bitch.,women,1.0
24028,0,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!,women,1.0
24127,0,"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em",women,1.0
24158,0,bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur&#;,women,1.0
24202,0,cant trust niggas when it come to bitches,women,1.0
24245,0,dem niggas ca have them white hoes.... I love my beautiful black sistas....,women,1.0
24313,0,fat bitches fat bitches heeeey,women,1.0
24332,0,"fuck ray rice ,someone crack that bitch",women,1.0
24355,0,go get left in a hot car and die bitch,women,1.0
24380,0,guy complains to me: #gays are over-sensitive... my response: and look at you complaining like little pussy. waahh waahh #hypocrite,"women, political",2.0
24394,0,harm this pussy instead RT : missing -yr-old USC medical student last seen Tuesday May harm himself,women,1.0
24479,0,i hate hoes.,women,1.0
24592,0,ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#;&#;,women,1.0
24766,0,nigga u a cunt where yo fendi clutch,women,1.0
24819,0,omg RT : Fat bitch. What's her,women,1.0
24942,0,smh RT  Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.,women,1.0
24984,0,stupid loose pussyed bitch,women,1.0
25264,0,you a pussy ass nigga and I know it nigga.,women,1.0
