Index,class,tweet,group,num_target_groups
17981,0,RT or you're a fag.,lgbt,1.0
18026,0,Automatically suspicious of white folk who try too hard to show they like us darkies.,lgbt,1.0
18043,0,Look at this faggot,lgbt,1.0
18216,0,"they should be ashamed of themselves. I'll be single for life before I fuck w a nasty, faggot ass white man.",lgbt,1.0
18345,0,Nah I hate white people now since he looks like a dyke RT : I think he just ended racism,lgbt,1.0
18397,0,I hate when faggots talk shit on here then block me so I can't respond. Bitch I will write you a letter with my response an&#;,lgbt,1.0
18424,0,His balls ashy RT : : Real women do this and real faggots let em do that.. Smh,lgbt,1.0
18489,0,lmaoooo what a bunch of fags,lgbt,1.0
18640,0,This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,lgbt,1.0
18673,0,i fully support same-sex marriage but i'll never stop calling my friends faggots,lgbt,1.0
18769,0,"""Light beer? You mean faggot piss?"" -Overly Powered Man",lgbt,1.0
19090,0,"In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots.",lgbt,1.0
19205,0,You know she's a dyke when she asks for men's golf clubs,lgbt,1.0
19310,0,Lmaooo Friday After Next? &#;: You like that yo son's a fag?&#;,lgbt,1.0
19467,0,"""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN""",lgbt,1.0
19502,0,Jenna's a faggot,lgbt,1.0
19562,0,Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.,lgbt,1.0
19732,0,Joshua is a faggot. Just suspend him on those grounds,lgbt,1.0
19761,0,fuuck jalens a slow bitch!,lgbt,1.0
19780,0,""": hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg&#;",lgbt,1.0
19949,0,More queer lady Templars. That's my point.,lgbt,1.0
20091,0,""": Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke",lgbt,1.0
20120,0,"realest tweet i seen today RT : &#;. Dyke bitches are rehab for hoes.And once im healed,back to the dick I go",lgbt,1.0
20134,0,What straight guys take a picture of themselves naked in a hot tun.What fags   &#;,lgbt,1.0
20146,0,If you like After Romeo chances are I think you're a faggot.,lgbt,1.0
20403,0,Too many faggots on here that think they can address me by my first name,lgbt,1.0
20489,0,I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass,lgbt,1.0
20882,0,you're a fucking queer,lgbt,1.0
21041,0,STFU BORIS FAGJO! RT  Cause he a faggot!! Makes sense now right?? RT  Bran prolly real nurturing lol,lgbt,1.0
21096,0,"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.",lgbt,1.0
21113,0,See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;,lgbt,1.0
21280,0,Shut up faggot,lgbt,1.0
21352,0,Smh queer,lgbt,1.0
21509,0,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall",lgbt,1.0
21553,0,Sonnen is a faggot,lgbt,1.0
21555,0,"Soon  will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",lgbt,1.0
21620,0,"Still really confused re #humplayproblems i think lucricus
Is a fag dagger",lgbt,1.0
21625,0,Stoni is a fuckin queer...,lgbt,1.0
