Index,class,tweet,group
4775,0,whats your youtube channel then faggot,lgbt
4782,0,I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay,lgbt
4802,0,EYE WITNESS: Joel is a faggot,lgbt
4815,0,faggot,lgbt
4825,0,okay closet fag,lgbt
4836,0,ya fag,lgbt
4873,0,"if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. Thank u for the privilege to let fags live.",lgbt
4897,0,faggot.,lgbt
4899,0,is the biggest faggot in the world,lgbt
4923,0,bye youre a queer,lgbt
4989,0,I've been knowing fag,lgbt
4997,0,faggot,lgbt
5076,0,"Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.",lgbt
5102,0,and  are faggots. Kbye.,lgbt
5182,0,I thought you would like him cause of the Chi but yeah he a faggot,lgbt
5208,0,it&#;s the entire pats bandwagon. They&#;re faggots,lgbt
5222,0,studies show that you're a faggot,lgbt
5239,0,only faggots drive stick,lgbt
5241,0,go jerk off to lollis faggot.,lgbt
5295,0,) He's a faggot and I don't like him. ) I'm on the other side of the state.,lgbt
5310,0,fuck outta here faggot that wouldn't even be a fair,lgbt
5324,0,shut the fuck up fag ill beat the shit outta you,lgbt
5330,0,insecure much put all you insults in one tweet. Fucking dumbass dude I'd wreck you you faggot,lgbt
5367,0,I hate that faggot he so corny,lgbt
5385,0,gay fags,lgbt
5427,0,fags,lgbt
5429,0,fag,lgbt
5449,0,your picture makes you look like a serious fag. #justsayin lol,lgbt
5464,0,"faggots, old people, people who can't drive, drunk people",lgbt
5491,0,fags,lgbt
5507,0,"I dont have any problems with zak, but you seem like a faggot",lgbt
5515,0,he's a faggot,lgbt
5528,0,yea I forgot I was talkin to a degenerate faggot,lgbt
5538,0,faggot,lgbt
5542,0,you're a faggot,lgbt
5545,0,hey fag i &lt; you,lgbt
5616,0,oh shut your mouth i was talkin about the morning you fag,lgbt
5648,0,leave dyke,lgbt
5669,0,faggot,lgbt
5670,0,i can give you some of my clothes so you can look like a cute dyke,lgbt
5699,0,happy birthday queer,lgbt
5707,0,oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.,"lgbt, whites"
5709,0,with pills that nig will last  years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,lgbt
5716,0,your a fucking queer faggot bitch,lgbt
5759,0,no ud still be a fag if I was lolz,lgbt
5760,0,ur a fag,lgbt
5801,0,nah she said you a fag,lgbt
5846,0,she spelled faggots with an e you're so cool lol,lgbt
5862,0,u guys are fags.,lgbt
5918,0,you had to throw in the faggot word smh smh smh,lgbt
5973,0,fuck you faggot,lgbt
5987,0,how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,lgbt
5995,0,a faggot that needs to grow up,lgbt
5998,0,you did a good job doing that to me and not texting back faggot,lgbt
6006,0,thanks for ignoring my texts fag,lgbt
6041,0,"You don't have any kids?! What are you, one of them queers!?",lgbt
6135,0,yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL,lgbt
6137,0,"I'll do it!  In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo.",lgbt
6180,0,"whatever hoe bitch # them ""fags"" beat yall sad asses too",lgbt
6181,0,fags.!,lgbt
6188,0,mean bro fucking faggot,lgbt
6190,0,die in a car accident then faggot,lgbt
6204,0,faggot,lgbt
6267,0,probs that fag Vhia,lgbt
6277,0,he looks like a pretty dyke&#;&#;,lgbt
6334,0,happy birthday faggot.,lgbt
6407,0,Is a fag,lgbt
6449,0,fag,lgbt
6470,0,oh shut up faggot get a disease overused on twitter,lgbt
6488,0,fag.,lgbt
6565,0,nah dude mostly just sound like a faggot,lgbt
6670,0,&#;&#;Alright fag what about this?,lgbt
6691,0,Roberts is a fuckin fag&#; smack the shit outta him,lgbt
6694,0,faggot,lgbt
6697,0,stfu dyke looking hoe.,lgbt
6711,0,fucking gay faggot look at that gay ass pink shirt haha,lgbt
6715,0,Ha Ha Ha no good fat dyke,lgbt
6719,0,call him a cock blocking faggot,lgbt
6740,0,faggot,lgbt
6741,0,"quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy",lgbt
6742,0,don&#;t be a hurt little faggot,lgbt
6776,0,omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,lgbt
6788,0,faggots,lgbt
6808,0,lmao dude you are probably the biggest fag in nebraska &#;&#;&#;&#;&#;,lgbt
6812,0,gayer then  faggots in bed together&#;,lgbt
6884,0,"okay, let's fight you ginger faggot",lgbt
6891,0,well he is at Genos. So he is the ultimate faggot,lgbt
6894,0,Oh really? fags are gross You aids infected sick fuckers,lgbt
6900,0,"glad about your uncle, another stupid faggot off the world, hopefully you next.",lgbt
6938,0,come wage with us fag,lgbt
6991,0,I knew you were a faggot though,lgbt
7010,0,You're a fucking faggot.,lgbt
7024,0,I'm ' fag &#;&#;,lgbt
7042,0,if you go could you hook up the plant city faggots or,lgbt
7052,0,ugly dyke,lgbt
7093,0,stfu u ugly dyke,lgbt
7095,0,"he looks like reg. Memphis,tn. trash! we got them everywhere.","whites, lgbt"
7124,0,BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?,"lgbt, muslim"
7151,0,I'm a faggot :/,lgbt
7192,0,youre a fag,lgbt
7194,0,@ me then faggot,lgbt
7235,0,go back to lego club faggot,lgbt
7277,0,it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#;&#;&#;,lgbt
7370,0,#faggot,lgbt
7374,0,fags***,lgbt
7442,0,fucking faggot,lgbt
7464,0,faggot I knew you weren't really my friend.,lgbt
7479,0,you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo,lgbt
7528,0,Alright fag,lgbt
7542,0,i made you lunch you fat faggot &#;,lgbt
7705,0,"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me.",lgbt
7762,0,Al noooo ...... Too late fuckin faggot ! Lmao,lgbt
7901,0,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways,lgbt
8236,0,Between this trend and the vines acting like women its like niggas couldn't wait to be faggots,lgbt
8259,0,"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate you.

I know you proud but shit.",lgbt
8383,0,Boy Yung thug is a fag,lgbt
8477,0,But atleast they let me know...ur a faggot if u keep those type of twitter secrets,lgbt
8531,0,Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing,"lgbt, muslim"
8588,0,Can't stand that faggot.,lgbt
8695,0,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,lgbt
8708,0,Chris Bosh bout to disgrace the trophy like a real faggot smh,lgbt
8802,0,Curse AVI for Coke because he's a fag and hasn't put it on yet,lgbt
8881,0,Dani Alves pulled off that hairstyle. Neymar just looks like a faggot,lgbt
9146,0,Dyke bitches kill me thinkin they really got hoes lol,lgbt
9150,0,EDA!! The  queers at AA! lol,lgbt
9153,0,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,"lgbt, black, latinos"
9297,0,Faggot ass bitch nigga,lgbt
9383,0,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",lgbt
9480,0,Fuck Ur god until dat faggot strikes me down,lgbt
9503,0,Fuck boi fag,lgbt
9578,0,"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin",lgbt
9584,0,"Fucking faggots  aren't from or live in DC, Maryland or VA",lgbt
9647,0,Gay ass nigga &#;&#; bitch you thought you thought,lgbt
9651,0,George michael such a fag,lgbt
9747,0,Good Mernin faggots,lgbt
9748,0,Good Morning to lightskin dyke bitches with Steven Segal ponytails.,lgbt
9949,0,Hate this dyke,lgbt
10323,0,"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",lgbt
10356,0,I bet you think you a no-chill savage huh. Fucking faggot,lgbt
10715,0,I hate all these industry fags. I hope they all get the Nigerian Summer Flu,lgbt
10981,0,I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP,lgbt
11188,0,I still think snap chat for faggots and High Schoolers,lgbt
11212,0,"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",lgbt
11355,0,"I wasn't calling you a faggot, but you are one lol.",lgbt
11384,0,"I wish faggots like  would stop making music, rack city was fucking awful. Get the fuck outta michigan.",lgbt
11572,0,"I'm going to sell my iPhone and both my Macs, I don't support faggots.",lgbt
11602,0,I'm just upset they got faggots on this show,lgbt
11609,0,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived.",lgbt
11636,0,"I'm not weird, you're just a faggot",lgbt
11637,0,I'm obviously not talking about CoD because that game is for queers.,lgbt
12051,0,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,"black, lgbt"
12146,0,Iont see how some of you niggas fags!!,lgbt
12207,0,It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,lgbt
12214,0,"It was nice of you to unfollow me, fag",lgbt
12288,0,It's this dyke chick cut hair in the barbershop look just like Future,lgbt
12331,0,Jai may make an appearance at the party... love that fag,lgbt
12499,0,Kanye west is a faggot,lgbt
12550,0,Kim Kardashian look like a tranny with all that surgery,"whites, lgbt"
12565,0,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary,lgbt
12794,0,Lmao Lebron's expression says it all RT &#;: This nigga is a fuckin faggot,lgbt
12797,0,Lmao RT  If u live wit ya girl and u do dishes u a faggot,lgbt
12838,0,Lmaooo RT  She a tranny if she can open a jar of pickles by herself,lgbt
12957,0,"Look at this little faggot.
"": Tell her she's beautiful as much as you can. It'll make her smile""",lgbt
13164,0,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals.",lgbt
13268,0,My advice of the day: If your a tranny.....go fuck your self!,lgbt
13281,0,My best friend loves Justin beiber what a fag &#;&#;&#;,lgbt
13531,0,Naw RT  Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?,lgbt
13641,0,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh",lgbt
13764,0,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#;t have the ability to block...",lgbt
13841,0,OMG :  ugly faggot. Your a bad mother. You should kill yourself like Robin Williams,lgbt
14005,0,Only faggots use white ds's,lgbt
14058,0,Oregon losing IN OREGON ahhhahahaha faggots,lgbt
14112,0,"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM.",lgbt
14274,0,Punk ass broke faggots.,lgbt
14318,0,""": Wow do we have another faggot? &#;: TIMAtheRACER wow do we have another Cam hater? lol&#;""&gt;&gt; dat dude is nice",lgbt
14382,0,Your Swags off fag sauce,lgbt
14575,0,Rudy Gay a faggot for not changing his last name once he got money.,lgbt
14576,0,Hate fags? The answer's yes.,lgbt
14631,0,Look at ya boy  RT : Nigga a faggot RT : Bruh RT : Chance The Rapper,lgbt
14876,0,if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,lgbt
15019,0,it means you're a faggot lol,lgbt
15038,0,"&#;:  well he is at Genos. So he is the ultimate faggot&#;
 got to show this queer how to eat &#;",lgbt
15061,0,Lmaoo RT : That's a legal tackle faggot RT : Seriously?,lgbt
15114,0,Lowkey called that faggot a faggot.,lgbt
15201,0,Stfu faggot a clip is + holy fucking tittyy shit,lgbt
15329,0,Tell me how you really feel. RT : those little #ISIS faggots usually have bags over their heads anyway.,lgbt
15511,0,"To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots.",lgbt
15735,0,&#;&#;&#;&#;&#; RT : Tight pants and loud colors!!! You look like a fag! &#;,lgbt
16020,0,This nigga is a fuckin faggot,lgbt
16024,0,but you're still a faggot,lgbt
16026,0,&#;: The bromance between pat and ant is real&#; fuck that faggot,lgbt
16069,0,My old man has a white galaxy phone cuz he's a fag.,lgbt
16079,0,&#;:  You're a faggot&#;you're a Texas fan...,lgbt
16106,0,"Do you ever just see someone's account and think ""wow what a faggot"" but at the same time you can't unfollow bc u can't m&#;",lgbt
16429,0,Exactly. .same shit I said&gt;&gt;&gt; : So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#;,lgbt
16696,0,start crying and stalking him faggot. I want to laff,lgbt
16701,0,"If you dont see the connection between legitimizing the queer lifestyle, and an increase in STD's and sexual deviancy- yo ...",lgbt
16794,0,Apartheid. &#;: pedestrian check = show me your freedom papers you darkies.&#;,lgbt
16814,0,Happy birthday freshman faggots,lgbt
16824,0,"If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer.",lgbt
16867,0,"Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole",lgbt
17001,0,I stopped caring about mcm when I noticed dykes where getting chose before me,lgbt
17063,0,If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,lgbt
17074,0,Happy birthday faggot! &#;,lgbt
17274,0,Sav is a fag,lgbt
17378,0,I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,lgbt
17493,0,If some little fucking faggot spits in my food I swear to god id tear your fucking arms off,lgbt
17495,0,aight game over. dykes had to ruin it,lgbt
17842,0,"ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday",lgbt
17886,0,Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.,lgbt
17981,0,RT or you're a fag.,lgbt
18026,0,Automatically suspicious of white folk who try too hard to show they like us darkies.,lgbt
18043,0,Look at this faggot,lgbt
18216,0,"they should be ashamed of themselves. I'll be single for life before I fuck w a nasty, faggot ass white man.",lgbt
18345,0,Nah I hate white people now since he looks like a dyke RT : I think he just ended racism,lgbt
18397,0,I hate when faggots talk shit on here then block me so I can't respond. Bitch I will write you a letter with my response an&#;,lgbt
18424,0,His balls ashy RT : : Real women do this and real faggots let em do that.. Smh,lgbt
18489,0,lmaoooo what a bunch of fags,lgbt
18640,0,This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,lgbt
18673,0,i fully support same-sex marriage but i'll never stop calling my friends faggots,lgbt
18769,0,"""Light beer? You mean faggot piss?"" -Overly Powered Man",lgbt
19090,0,"In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots.",lgbt
19205,0,You know she's a dyke when she asks for men's golf clubs,lgbt
19310,0,Lmaooo Friday After Next? &#;: You like that yo son's a fag?&#;,lgbt
19467,0,"""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN""",lgbt
19502,0,Jenna's a faggot,lgbt
19562,0,Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.,lgbt
19732,0,Joshua is a faggot. Just suspend him on those grounds,lgbt
19761,0,fuuck jalens a slow bitch!,lgbt
19780,0,""": hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg&#;",lgbt
19949,0,More queer lady Templars. That's my point.,lgbt
20091,0,""": Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke",lgbt
20120,0,"realest tweet i seen today RT : &#;. Dyke bitches are rehab for hoes.And once im healed,back to the dick I go",lgbt
20134,0,What straight guys take a picture of themselves naked in a hot tun.What fags   &#;,lgbt
20146,0,If you like After Romeo chances are I think you're a faggot.,lgbt
20403,0,Too many faggots on here that think they can address me by my first name,lgbt
20489,0,I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass,lgbt
20882,0,you're a fucking queer,lgbt
21041,0,STFU BORIS FAGJO! RT  Cause he a faggot!! Makes sense now right?? RT  Bran prolly real nurturing lol,lgbt
21096,0,"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.",lgbt
21113,0,See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;,lgbt
21280,0,Shut up faggot,lgbt
21352,0,Smh queer,lgbt
21509,0,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall",lgbt
21553,0,Sonnen is a faggot,lgbt
21555,0,"Soon  will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",lgbt
21620,0,"Still really confused re #humplayproblems i think lucricus
Is a fag dagger",lgbt
21625,0,Stoni is a fuckin queer...,lgbt
21647,0,Stu a rape faced faggot man I'm sick of this nigga,lgbt
21725,0,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome,lgbt
21890,0,That shade of faggot clashes with your eye color.,lgbt
21900,0,That was my faggot rant for the night.,lgbt
22040,0,The leftist/homosexual war on the #Catholic church kicked into high gear with the infiltration of the priesthood by boy-raping fags...,lgbt
22070,0,The reason Shelby hates sandwiches is because he is a queer.,lgbt
22116,0,Them queer ass shorts Rabchenko got on,lgbt
22310,0,These people are fags.,lgbt
22625,0,This week's RFN segment is in the can. I discuss Idaho being a faggot marriage state just like Washington.,lgbt
22773,0,Twitter is for fags.,lgbt
22797,0,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin","christian, lgbt"
22888,0,Vanessa is such a fuckin faggot.,lgbt
22938,0,Wake up you stoopid dyke,lgbt
23063,0,What a fag,lgbt
23064,0,What a fucking faggot,lgbt
23119,0,What's so good about Prom? All I see is another faggot ass High School dance.,lgbt
23124,0,What's up faggots bet y'all thought you'd seen the last of me,lgbt
23292,0,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.,lgbt
23328,0,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.,lgbt
23357,0,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on",lgbt
23418,0,Wish I coulda said more to  tonight. Good seeing you fag. &#;,lgbt
23466,0,Worlds biggest faggot lol,lgbt
23710,0,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on,lgbt
23793,0,"You fucking fag &#;: this is exactly what i am talking about 

women are pigs",lgbt
23801,0,You got me faggot,lgbt
23811,0,You hate football your a faggot,lgbt
23812,0,You have my word we will RT :  beat those fucking faggots pls,lgbt
23909,0,You some type of special faggot if you bring chocolate Swishers to a smoke session.,lgbt
23947,0,You're a faggot if you use the cover your face emoji,lgbt
23952,0,You're all faggot fuckheads.,lgbt
23978,0,Your acting like a spoiled little faggot have fun,lgbt
24029,0,ahah fucking queer  kill urself,lgbt
24257,0,do you think all the rice fags are at McDonald's?,lgbt
24303,0,"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots",lgbt
24309,0,faggot,lgbt
24311,0,faggots,lgbt
24314,0,fat dykes make me want to vomit,lgbt
24343,0,gay ass fags,lgbt
24437,0,hope gezus gets shot in his faggot head #houston #nbombs,lgbt
24444,0,how the fuck do all these fucking faggot ass randos even find zoe's ask account????,lgbt
24462,0,Leo get the fuck off of vine you fag,lgbt
24472,0,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass.",lgbt
24600,0,"it means that im following orders and being subordinate. sue me, ya dyke",lgbt
24811,0,oh well. he's a fag anyways.,lgbt
24828,0,one day im like harry styles is so hot the next day is who tf is this faggot,lgbt
24838,0,only lesbians get their nips pierced ew,lgbt
24916,0,"she pooted &#;: Either Young Thug gay, or this bitch pooted",lgbt
