Index,class,tweet,group,num_target_groups
7309,0,"Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU",whites,1.0
7488,0,my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,whites,1.0
7492,0,y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin  u,whites,1.0
7497,0,who is dis crack ass cracker,whites,1.0
7562,0,"""all of these rednecks and none of them can keep the fire lit"" &#;&#;",whites,1.0
7601,0,I hear Bill likes trailer trash like you.,whites,1.0
7748,0,Ain't nuttin but a white trash party.,whites,1.0
7891,0,"Almost got to see a white boy get beat around today, but he ran like a bitch.",whites,1.0
7924,0,America is white trash and so are all Americans.,whites,1.0
8012,0,Anyone who came to the US as an indentured servant is white trash.,whites,1.0
8040,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#;,whites,1.0
8514,0,California is home to skater trash.,whites,1.0
8635,0,"Celtic means white trash. If someone says they're Celtic, it means they're white trash.",whites,1.0
8804,0,Cussed out by a fat redneck on the last day YOLO    &#;&#;,whites,1.0
9156,0,Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh,whites,1.0
9238,0,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,"whites, women",2.0
9311,0,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.","whites, women",2.0
9318,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either",whites,1.0
9319,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either",whites,1.0
9498,0,Fuck ass redskin corners,whites,1.0
9592,0,Fucking redneck queers and their game invites,whites,1.0
9606,0,"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard",whites,1.0
9819,0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.",whites,1.0
10585,0,I forgot how white trash Texarkana was... Well it is arkansas so.... &#;,whites,1.0
10756,0,I hate the white trash cops who raped and murdered my infant daughters and son.,whites,1.0
10799,0,I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,whites,1.0
10991,0,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#; nigga im shittin likea goose,whites,1.0
11079,0,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,whites,1.0
11698,0,I'm sure  would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers.,whites,1.0
11824,0,"If a spic ever talks to a white person and the white person kills them, it's self defense.",whites,1.0
11868,0,If someone is part of 'James X' then he's a white trash cultist.,whites,1.0
11979,0,"If you would have followed George Washington in , it means that you're white trash.",whites,1.0
12197,0,"It happens AGAIN!! Black pack beats ""whitey."" This should make national news.",whites,1.0
12294,0,It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,whites,1.0
12358,0,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt",whites,1.0
12550,0,Kim Kardashian look like a tranny with all that surgery,"whites, lgbt",1.0
12940,0,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.",whites,2.0
13032,0,Man . Ducked me like a true hick. Would have split that white trash faggot lid,whites,1.0
13251,0,Must have been a light skin hoe &#;: Lmfao wtf she mean af &#;&#;&#;: HE WASNT READY BRUH RIP!!,whites,1.0
13619,0,Nigga just had them crackers on a chase.,whites,1.0
13735,0,"No these are only whites pies.
Well do you have any negro pies?","whites, black",2.0
13995,0,Only Americans would hire white trash with ties to international terrorism as police officers.,whites,1.0
14031,0,Only white trash watch football.,whites,1.0
14033,0,Only white trash would call slants and hindis and moslems their equals.,whites,1.0
14117,0,Pennsylvania is white trash and is so are all Pennsylvanians.,whites,1.0
14135,0,"People who enjoy shows like  and  are douche bags. Usually white trash, too.",whites,1.0
14137,0,"People who go to church in Hollywood, CA are all white trash filth.",whites,1.0
14139,0,People who live in #theNetherlands are unwashed trash.,whites,1.0
14200,0,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania.",whites,1.0
14481,0,Gee isn't cracker a racist term? So tired of these race baiters.,whites,1.0
14545,0,"Well, Maryland is just a bunch of hateful rednecks, anyway.",whites,1.0
15256,0,"Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol",whites,1.0
15632,0,well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#;,whites,1.0
15649,0,White trash warfare pt  &#;&#;&#;,whites,1.0
16561,0,get fucked you racist inbred hillbilly fuck,whites,1.0
16678,0,PROUDLY a racist. u dumb nigger,whites,1.0
16971,0,"Here's how your ""suggestion"" plays out  

Racist: ha, those niggers stopped callin each other nigga 

The end",whites,1.0
16976,0,kill whitey,whites,1.0
17525,0,Ur fucking white trash,whites,1.0
17543,0,Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude,whites,1.0
17582,0,I don't care tho cracker,whites,1.0
17650,0,"Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &#;",whites,1.0
18983,0,trash eating trash,whites,1.0
20217,0,"stfu hoe RT &#;: ""I'm proud to be African American"" 
- Proud African American

""I'm proud to be white"" 
- Racist
&#;","whites, black",2.0
20719,0,If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just  show these crackers I mean business&#;,whites,1.0
20771,0,"No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty.",whites,1.0
21125,0,Senator  is an anchor baby! Go back from where you came. #natural #born #Canadian,whites,1.0
21230,0,"Sheeple just like &#;:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men.",whites,1.0
21459,0,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,whites,1.0
21572,0,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.,whites,1.0
21671,0,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde,whites,1.0
21942,0,The #midwest of the US is white trash.,whites,1.0
21943,0,The #south of the US is white trash.,whites,1.0
21970,0,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.,whites,1.0
22062,0,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.,whites,1.0
22074,0,The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties?,whites,1.0
22351,0,They should have never gave a cracker a transmitter!!!!!!  will flip when he sees this.,whites,1.0
22629,0,This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you,whites,1.0
22639,0,Those guys are the definition of white trash,whites,1.0
23074,0,"What be the peckin order?
 white Christian
 colored
 Porto Ricans 
 Arab 
 Jews 

I donts know. I be axin","christian, black, latinos, jews, whites",5.0
23277,0,White bus drivers are all white trash. #LosAngeles,whites,1.0
23281,0,White trash have taken over every charity organization in the US.,whites,1.0
23282,0,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.,whites,1.0
23310,0,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt,whites,1.0
23599,0,"Yea alright redneck white trash"": Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!""","whites, black",2.0
23692,0,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost",whites,1.0
24867,0,pure trash,whites,1.0
24894,0,redneck in the White House // Moccasin Creek &#;&#;,whites,1.0
25030,0,the receptionist im always forced to talk to is such a racist cunt. i called her for an error and she said she'll call me.  mins. nothing.,whites,1.0
25197,0,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin.","mexican, asian, whites, black",4.0
